Date,Open,High,Low,Close,Adj Close,Volume
1999-06-09,0.036979,0.038279,0.036979,0.037499,0.034400,4568832000
1999-06-10,0.037499,0.037759,0.037239,0.037629,0.034519,1732608000
1999-06-11,0.037629,0.037759,0.035549,0.036849,0.033804,2928384000
1999-06-14,0.036909,0.036979,0.035159,0.035419,0.032492,2479104000
1999-06-15,0.035419,0.035679,0.034899,0.035419,0.032492,2366208000
1999-06-16,0.035939,0.037499,0.035419,0.036459,0.033446,3091968000
1999-06-17,0.036199,0.036719,0.035419,0.035419,0.032492,3596544000
1999-06-18,0.035679,0.035679,0.034109,0.034109,0.031290,7619328000
1999-06-21,0.035159,0.035939,0.034209,0.035939,0.032969,4006656000
1999-06-22,0.035939,0.035939,0.034509,0.035289,0.032373,9266687520
1999-06-23,0.034899,0.035939,0.034509,0.035939,0.032969,10123775520
1999-06-24,0.036199,0.036199,0.034899,0.035159,0.032254,5529600000
1999-06-25,0.034899,0.036069,0.034899,0.035679,0.032731,3529728000
1999-06-28,0.036849,0.036849,0.035419,0.036199,0.033208,5239296000
1999-06-29,0.036719,0.037109,0.036199,0.036589,0.033565,4449024000
1999-06-30,0.037759,0.039839,0.036979,0.039839,0.036547,12923135520
1999-07-01,0.039839,0.039839,0.035679,0.037759,0.034639,4271616000
1999-07-02,0.038279,0.040489,0.037499,0.040489,0.037143,10794239520
1999-07-06,0.040889,0.040889,0.040099,0.040629,0.037272,9508607520
1999-07-07,0.040889,0.040889,0.039839,0.039839,0.036547,3029760000
1999-07-08,0.040099,0.041409,0.038799,0.040759,0.037391,8930303520
1999-07-09,0.040629,0.044529,0.040629,0.044209,0.040556,10162943520
1999-07-12,0.046879,0.048179,0.045049,0.046219,0.042400,19249919520
1999-07-13,0.046739,0.047009,0.044269,0.046349,0.042519,6665472000
1999-07-14,0.046349,0.047399,0.044269,0.044529,0.040849,6621696000
1999-07-15,0.044919,0.046349,0.044789,0.044789,0.041088,6577920000
1999-07-16,0.045569,0.046089,0.044789,0.045699,0.041923,4985856000
1999-07-19,0.045829,0.045959,0.044269,0.044529,0.040849,2094336000
1999-07-20,0.044529,0.044529,0.042189,0.043749,0.040134,8580095520
1999-07-21,0.043229,0.043229,0.041149,0.042449,0.038941,5379840000
1999-07-22,0.042189,0.042189,0.040099,0.040489,0.037143,10236671520
1999-07-23,0.040359,0.041669,0.040359,0.040489,0.037143,3852288000
1999-07-26,0.041539,0.041539,0.040629,0.040629,0.037272,2953728000
1999-07-27,0.040629,0.040889,0.040099,0.040759,0.037391,4732416000
1999-07-28,0.040629,0.041929,0.040489,0.041409,0.037987,11722751520
1999-07-29,0.040629,0.041929,0.040359,0.041799,0.038345,18662399520
1999-07-30,0.041799,0.042969,0.041669,0.041929,0.038464,21710591520
1999-08-02,0.041929,0.042449,0.041669,0.042319,0.038822,15040511520
1999-08-03,0.042319,0.042319,0.040889,0.041279,0.037868,12250367520
1999-08-04,0.041539,0.041669,0.041149,0.041279,0.037868,4317696000
1999-08-05,0.041279,0.041929,0.040629,0.041929,0.038464,11547647520
1999-08-06,0.041799,0.042059,0.041669,0.041929,0.038464,8831231520
1999-08-09,0.042059,0.042449,0.041669,0.041929,0.038464,1490688000
1999-08-10,0.042189,0.044529,0.041929,0.042709,0.039180,10179071520
1999-08-11,0.043229,0.046089,0.042969,0.045569,0.041803,9490175520
1999-08-12,0.045829,0.048959,0.045569,0.047789,0.043840,11501567520
1999-08-13,0.047919,0.048309,0.046879,0.047269,0.043363,4064256000
1999-08-16,0.047659,0.047659,0.043879,0.045439,0.041684,10725119520
1999-08-17,0.045569,0.046349,0.044399,0.045569,0.041803,9289727520
1999-08-18,0.045049,0.047139,0.044139,0.046609,0.042757,13434623520
1999-08-19,0.049869,0.059109,0.048179,0.056509,0.051839,94415613120
1999-08-20,0.056639,0.057029,0.053909,0.055989,0.051362,16948223520
1999-08-23,0.055209,0.055209,0.050779,0.052599,0.048252,24383231040
1999-08-24,0.051819,0.052859,0.049219,0.052339,0.048014,19107071520
1999-08-25,0.052469,0.052989,0.049999,0.052079,0.047775,16816895520
1999-08-26,0.052079,0.052859,0.050519,0.051299,0.047060,13218047520
1999-08-27,0.052339,0.056249,0.052079,0.054169,0.049693,26514431040
1999-08-30,0.055079,0.056119,0.051689,0.053969,0.049509,7614720000
1999-08-31,0.054169,0.058849,0.053129,0.058589,0.053747,37769471040
1999-09-01,0.058589,0.058589,0.054949,0.055859,0.051243,27136511040
1999-09-02,0.054039,0.055469,0.052859,0.055209,0.050647,16372223520
1999-09-03,0.056249,0.057029,0.055209,0.055599,0.051005,12425471520
1999-09-07,0.056509,0.056509,0.055079,0.055339,0.050766,5971968000
1999-09-08,0.055469,0.055859,0.055209,0.055209,0.050647,8163071520
1999-09-09,0.055729,0.056119,0.053389,0.054429,0.049931,10054655520
1999-09-10,0.055339,0.055989,0.054949,0.055209,0.050647,8036351520
1999-09-13,0.055469,0.055469,0.052859,0.053389,0.048977,8372735520
1999-09-14,0.053389,0.053389,0.051559,0.051819,0.047537,12017663520
1999-09-15,0.051169,0.052859,0.050779,0.052209,0.047895,10211327520
1999-09-16,0.051559,0.052079,0.050259,0.050909,0.046702,7589376000
1999-09-17,0.050589,0.051039,0.048959,0.050779,0.046583,8239103520
1999-09-20,0.049869,0.050519,0.048959,0.048959,0.044913,10996991520
1999-09-21,0.047919,0.048179,0.043619,0.044269,0.040611,35391743040
1999-09-22,0.044269,0.045569,0.041669,0.045309,0.041565,18047231520
1999-09-23,0.045439,0.045569,0.041149,0.041539,0.038106,18220031520
1999-09-24,0.041669,0.042709,0.034899,0.037759,0.034639,32875775040
1999-09-27,0.040229,0.040889,0.037759,0.040099,0.036785,20735999520
1999-09-28,0.040169,0.044269,0.040099,0.043749,0.040134,19832831520
1999-09-29,0.044659,0.046349,0.039579,0.040229,0.036905,28514303040
1999-09-30,0.041669,0.042969,0.039579,0.040099,0.036785,16441343520
1999-10-01,0.039449,0.040889,0.037759,0.039839,0.036547,16692479520
1999-10-04,0.041149,0.041279,0.040099,0.040629,0.037272,8524799520
1999-10-05,0.040629,0.044789,0.040629,0.044529,0.040849,22947839520
1999-10-06,0.044659,0.052079,0.044269,0.049869,0.045748,72419325600
1999-10-07,0.051949,0.051949,0.046349,0.046609,0.042757,23390207520
1999-10-08,0.046609,0.050389,0.044789,0.048959,0.044913,19148543520
1999-10-11,0.049349,0.049479,0.046349,0.047659,0.043721,26134271040
1999-10-12,0.047919,0.048439,0.046879,0.047009,0.043124,15503615520
1999-10-13,0.046479,0.046479,0.044789,0.045699,0.041923,13457663520
1999-10-14,0.045829,0.045829,0.044269,0.044789,0.041088,9232127520
1999-10-15,0.042579,0.044789,0.042449,0.044529,0.040849,10114559520
1999-10-18,0.044659,0.044659,0.041929,0.042189,0.038703,10328831520
1999-10-19,0.043489,0.043489,0.039709,0.040489,0.037143,14828543520
1999-10-20,0.041149,0.042449,0.040489,0.041929,0.038464,16738559520
1999-10-21,0.041799,0.043879,0.040629,0.043879,0.040253,18342143520
1999-10-22,0.043749,0.046219,0.043749,0.044919,0.041207,13764095520
1999-10-25,0.044659,0.045309,0.042709,0.042709,0.039180,10264319520
1999-10-26,0.044529,0.048439,0.044269,0.046879,0.043005,23099903520
1999-10-27,0.047139,0.047399,0.044009,0.044789,0.041088,10278143520
1999-10-28,0.045049,0.045829,0.042449,0.042709,0.039180,10692863520
1999-10-29,0.043229,0.046879,0.042969,0.046089,0.042280,15865343520
1999-11-01,0.045309,0.050779,0.045309,0.048959,0.044913,37562111040
1999-11-02,0.049869,0.052339,0.049479,0.052079,0.047775,40200190560
1999-11-03,0.054169,0.058589,0.053779,0.057159,0.052436,96560637120
1999-11-04,0.057809,0.062369,0.057809,0.060809,0.055784,60496126080
1999-11-05,0.062499,0.063019,0.055989,0.058849,0.053986,29585663040
1999-11-08,0.057029,0.062239,0.055209,0.060549,0.055545,22560767520
1999-11-09,0.060419,0.060679,0.057289,0.059639,0.054711,13072895520
1999-11-10,0.059829,0.059899,0.057939,0.059109,0.054224,6914304000
1999-11-11,0.059109,0.066409,0.057809,0.063279,0.058050,27009791040
1999-11-12,0.066019,0.066669,0.062239,0.066669,0.061160,24072191040
1999-11-15,0.067119,0.069139,0.064319,0.065359,0.059958,17385983520
1999-11-16,0.066929,0.072919,0.066669,0.071609,0.065691,34742015040
1999-11-17,0.072919,0.078129,0.071879,0.074349,0.068205,37746431040
1999-11-18,0.075909,0.076559,0.073959,0.074609,0.068444,11326463520
1999-11-19,0.083589,0.092449,0.083329,0.089319,0.081938,103880444640
1999-11-22,0.091599,0.091669,0.083849,0.089189,0.081819,26636543040
1999-11-23,0.080079,0.083719,0.079169,0.082809,0.075966,26555903040
1999-11-24,0.082419,0.083329,0.074089,0.080209,0.073581,19528703520
1999-11-26,0.079429,0.080209,0.077079,0.079689,0.073104,3340800000
1999-11-29,0.079429,0.080469,0.074999,0.076819,0.070471,14305535520
1999-11-30,0.077079,0.078389,0.072139,0.072139,0.066178,15035903520
1999-12-01,0.072139,0.076819,0.072139,0.075779,0.069517,10729727520
1999-12-02,0.076039,0.082419,0.076039,0.081379,0.074654,14874623520
1999-12-03,0.082159,0.083589,0.078389,0.079429,0.072865,16452863520
1999-12-06,0.079689,0.082029,0.079689,0.081639,0.074893,8573183520
1999-12-07,0.082289,0.082419,0.075779,0.078909,0.072388,8946431520
1999-12-08,0.078649,0.083199,0.078389,0.082419,0.075608,9681407520
1999-12-09,0.082289,0.084379,0.077079,0.079949,0.073342,10317311520
1999-12-10,0.081379,0.081769,0.077599,0.079039,0.072507,4718592000
1999-12-13,0.078129,0.080859,0.077079,0.078779,0.072269,8824319520
1999-12-14,0.078909,0.080859,0.076689,0.077469,0.071067,13146623520
1999-12-15,0.076949,0.077339,0.073179,0.074999,0.068801,9886463520
1999-12-16,0.075389,0.076559,0.074219,0.074479,0.068324,6363648000
1999-12-17,0.076559,0.079559,0.076169,0.078389,0.071911,12579839520
1999-12-20,0.078519,0.085549,0.075779,0.084899,0.077883,19289087520
1999-12-21,0.084899,0.088669,0.081769,0.088539,0.081222,18641663520
1999-12-22,0.088799,0.091669,0.085419,0.090629,0.083140,12056831520
1999-12-23,0.090759,0.096879,0.090359,0.096609,0.088626,13450751520
1999-12-27,0.098699,0.098829,0.091929,0.092969,0.085286,9715967520
1999-12-28,0.092969,0.096349,0.092449,0.092709,0.085048,8600831520
1999-12-29,0.092509,0.096879,0.092449,0.095829,0.087910,6342912000
1999-12-30,0.095829,0.097269,0.094269,0.096609,0.088626,6709248000
1999-12-31,0.096419,0.097919,0.096089,0.097789,0.089708,6112512000
2000-01-03,0.098439,0.099219,0.091929,0.097529,0.089470,14443775520
2000-01-04,0.095829,0.096089,0.090099,0.094919,0.087075,14423039520
2000-01-05,0.092189,0.093749,0.090489,0.091799,0.084213,9040895520
2000-01-06,0.091799,0.091799,0.082289,0.085809,0.078718,5783040000
2000-01-07,0.085419,0.088149,0.084109,0.087239,0.080030,3416832000
2000-01-10,0.087499,0.093749,0.085939,0.090099,0.082654,11513087520
2000-01-11,0.089579,0.090629,0.086459,0.086459,0.079314,7110144000
2000-01-12,0.086459,0.086589,0.083069,0.084239,0.077278,5930496000
2000-01-13,0.084109,0.088539,0.083069,0.087759,0.080507,6345216000
2000-01-14,0.089059,0.095179,0.088799,0.091539,0.083975,29018879040
2000-01-18,0.092709,0.095829,0.088539,0.095439,0.087552,12549887520
2000-01-19,0.095829,0.095829,0.093749,0.094529,0.086717,7905023520
2000-01-20,0.095309,0.100519,0.093489,0.094269,0.086479,8619263520
2000-01-21,0.094009,0.094399,0.090889,0.093229,0.085525,26125055040
2000-01-24,0.095829,0.096219,0.088539,0.089059,0.081699,12333311520
2000-01-25,0.089449,0.090359,0.085419,0.088279,0.080984,11381759520
2000-01-26,0.088279,0.090629,0.083069,0.084639,0.077645,11158271520
2000-01-27,0.085289,0.085289,0.077079,0.080209,0.073581,21993983520
2000-01-28,0.079169,0.079689,0.074739,0.077859,0.071425,9333503520
2000-01-31,0.078259,0.079949,0.072919,0.077209,0.070829,8755199520
2000-02-01,0.077339,0.079689,0.074479,0.079039,0.072507,4462848000
2000-02-02,0.079429,0.082809,0.079039,0.081249,0.074535,7153920000
2000-02-03,0.083849,0.085549,0.082029,0.082549,0.075727,5195520000
2000-02-04,0.085159,0.085159,0.082809,0.084509,0.077525,5937408000
2000-02-07,0.084899,0.084899,0.079169,0.079299,0.072746,10439423520
2000-02-08,0.081249,0.085939,0.079169,0.083069,0.076204,22503167520
2000-02-09,0.086199,0.087629,0.085029,0.085159,0.078122,28274687040
2000-02-10,0.090359,0.104169,0.090359,0.102599,0.094121,46561534560
2000-02-11,0.107679,0.107809,0.096609,0.104169,0.095561,20342015520
2000-02-14,0.104429,0.120829,0.103389,0.120829,0.110844,31205375040
2000-02-15,0.121089,0.121219,0.111199,0.116149,0.106551,21623039520
2000-02-16,0.117449,0.125519,0.116149,0.121479,0.111440,48939262560
2000-02-17,0.121349,0.126559,0.119529,0.125779,0.115385,25717247040
2000-02-18,0.123959,0.142189,0.123049,0.140359,0.128760,46121470560
2000-02-22,0.135939,0.137759,0.131249,0.136459,0.125183,26039807040
2000-02-23,0.134899,0.138669,0.133199,0.137239,0.125898,24546815040
2000-02-24,0.138019,0.138929,0.130209,0.135939,0.124705,11727359520
2000-02-25,0.136069,0.136069,0.121879,0.127469,0.116935,13379327520
2000-02-28,0.126819,0.128129,0.124479,0.126559,0.116101,24857855040
2000-02-29,0.125779,0.134899,0.125779,0.133329,0.122311,14690303520
2000-03-01,0.133329,0.133329,0.127339,0.129429,0.118733,18411263520
2000-03-02,0.130469,0.130469,0.120309,0.120699,0.110725,9169919520
2000-03-03,0.120829,0.123959,0.119789,0.122659,0.112523,13137407520
2000-03-06,0.123439,0.132809,0.120829,0.121879,0.111807,20673791520
2000-03-07,0.156249,0.181769,0.149479,0.173569,0.159226,93696765120
2000-03-08,0.173469,0.176559,0.160939,0.174999,0.160538,32099327040
2000-03-09,0.177079,0.224999,0.176559,0.208949,0.191682,45787390560
2000-03-10,0.219789,0.302079,0.218229,0.245829,0.225515,103707644640
2000-03-13,0.222919,0.312499,0.220829,0.310939,0.285244,115916540640
2000-03-14,0.309239,0.309239,0.224999,0.229429,0.210470,75241725600
2000-03-15,0.245869,0.252209,0.212499,0.220049,0.201865,47775742560
2000-03-16,0.227079,0.234899,0.192969,0.196189,0.179977,35995391040
2000-03-17,0.191669,0.222919,0.191629,0.208069,0.190875,26744831040
2000-03-20,0.216279,0.223179,0.201299,0.207939,0.190756,17533439520
2000-03-21,0.208329,0.210159,0.181249,0.197659,0.181325,25758719040
2000-03-22,0.199219,0.205209,0.195829,0.199089,0.182637,11068415520
2000-03-23,0.197269,0.213539,0.196879,0.202599,0.185857,14851583520
2000-03-24,0.201299,0.210419,0.187499,0.194139,0.178096,11116799520
2000-03-27,0.193749,0.199999,0.179689,0.181379,0.166391,18669311520
2000-03-28,0.175129,0.177079,0.164579,0.167839,0.153969,18878975520
2000-03-29,0.168489,0.172399,0.149999,0.156769,0.143814,22533119520
2000-03-30,0.152079,0.170309,0.146879,0.155859,0.142979,17372159520
2000-03-31,0.166499,0.183069,0.163539,0.176009,0.161464,46222846560
2000-04-03,0.174409,0.174999,0.157679,0.162239,0.148832,15837695520
2000-04-04,0.170829,0.173699,0.118749,0.156249,0.143337,24662015040
2000-04-05,0.157809,0.203129,0.149739,0.191019,0.175234,30700799040
2000-04-06,0.199869,0.210029,0.190359,0.199869,0.183352,19418111520
2000-04-07,0.209899,0.218749,0.201039,0.213669,0.196012,15291647520
2000-04-10,0.217319,0.229949,0.190759,0.194789,0.178692,18973439520
2000-04-11,0.181219,0.197919,0.166669,0.183199,0.168060,21964031520
2000-04-12,0.183459,0.187499,0.163539,0.164189,0.150621,15045119520
2000-04-13,0.165489,0.171349,0.154429,0.157159,0.144172,15033599520
2000-04-14,0.147139,0.158459,0.136459,0.143329,0.131485,20252159520
2000-04-17,0.131249,0.156249,0.131249,0.150649,0.138200,14116607520
2000-04-18,0.165819,0.186979,0.160939,0.177339,0.162684,22920191520
2000-04-19,0.182939,0.185419,0.166669,0.168879,0.154923,13358591520
2000-04-20,0.173439,0.176689,0.165629,0.167969,0.154089,7388928000
2000-04-24,0.158329,0.165359,0.151299,0.159639,0.146447,9886463520
2000-04-25,0.166799,0.182289,0.166409,0.177079,0.162446,11985407520
2000-04-26,0.189449,0.193749,0.174999,0.175259,0.160776,12197375520
2000-04-27,0.163539,0.191409,0.162629,0.189579,0.173913,13487615520
2000-04-28,0.192579,0.199999,0.185679,0.185679,0.170335,8575487520
2000-05-01,0.192709,0.196879,0.187109,0.191669,0.175830,5732352000
2000-05-02,0.191669,0.202859,0.178909,0.184239,0.169014,11231999520
2000-05-03,0.183069,0.189059,0.166669,0.181249,0.166271,15800831520
2000-05-04,0.180859,0.191149,0.179299,0.183459,0.168299,11575295520
2000-05-05,0.182679,0.196349,0.180209,0.191929,0.176069,8188415520
2000-05-08,0.186979,0.193749,0.184639,0.184899,0.169620,8886527520
2000-05-09,0.188019,0.189579,0.177079,0.182289,0.167225,8487935520
2000-05-10,0.180469,0.180599,0.162759,0.164319,0.150740,13155839520
2000-05-11,0.166669,0.174349,0.164449,0.171349,0.157189,11803391520
2000-05-12,0.176039,0.185419,0.166149,0.166149,0.152419,9015551520
2000-05-15,0.165359,0.180469,0.157289,0.177599,0.162923,13540607520
2000-05-16,0.185419,0.201429,0.183329,0.195829,0.179646,17588735520
2000-05-17,0.206249,0.238799,0.206119,0.230209,0.211185,61945342080
2000-05-18,0.231509,0.235289,0.213149,0.214579,0.196847,24475391040
2000-05-19,0.208329,0.219789,0.206769,0.212759,0.195177,25016831040
2000-05-22,0.210419,0.226559,0.191799,0.226559,0.207837,24823295040
2000-05-23,0.220829,0.245699,0.217189,0.224739,0.206167,37368575040
2000-05-24,0.224479,0.228129,0.192189,0.221879,0.203544,35502335040
2000-05-25,0.225129,0.238539,0.216019,0.218749,0.200672,27320831040
2000-05-26,0.219859,0.225909,0.206249,0.219859,0.201691,8808191520
2000-05-30,0.225779,0.234639,0.224739,0.228909,0.209993,14575103520
2000-05-31,0.228129,0.241669,0.228129,0.237759,0.218111,22537727520
2000-06-01,0.244789,0.247009,0.238279,0.244399,0.224203,20102399520
2000-06-02,0.249479,0.277079,0.249479,0.274089,0.251439,28412927040
2000-06-05,0.273699,0.293749,0.262759,0.279979,0.256842,23611391040
2000-06-06,0.280989,0.291409,0.264579,0.266019,0.244036,18042623520
2000-06-07,0.264059,0.266279,0.250259,0.254169,0.233165,15952895520
2000-06-08,0.260679,0.260939,0.245829,0.256119,0.234954,22113791520
2000-06-09,0.260939,0.274999,0.257029,0.263409,0.241642,22429439520
2000-06-12,0.264579,0.266799,0.250519,0.256379,0.235193,18238463520
2000-06-13,0.249219,0.264579,0.247919,0.264449,0.242596,21496319520
2000-06-14,0.269399,0.270829,0.260709,0.264189,0.242357,13204223520
2000-06-15,0.263409,0.271089,0.249219,0.271089,0.248687,16236287520
2000-06-16,0.270119,0.312499,0.270049,0.311979,0.286198,47404798560
2000-06-19,0.311199,0.356769,0.303389,0.331509,0.304114,50503678560
2000-06-20,0.337239,0.341149,0.322919,0.327079,0.300050,29293055040
2000-06-21,0.322009,0.366669,0.322009,0.360289,0.330516,29514239040
2000-06-22,0.358719,0.366149,0.337239,0.340629,0.312481,29481983040
2000-06-23,0.331509,0.335679,0.308329,0.308459,0.282969,29154815040
2000-06-26,0.314579,0.347659,0.309639,0.345699,0.317132,29663999040
2000-06-27,0.342709,0.348439,0.287759,0.296879,0.272346,14501951520
2000-06-28,0.303129,0.314579,0.277079,0.285419,0.261833,14067647520
2000-06-29,0.280469,0.280469,0.239579,0.244269,0.224083,28435391040
2000-06-30,0.255729,0.269269,0.243229,0.264839,0.242954,28949183040
2000-07-03,0.266669,0.274999,0.252079,0.254689,0.233642,5583743760
2000-07-05,0.253649,0.254169,0.219789,0.227339,0.208553,18670463520
2000-07-06,0.227599,0.249479,0.222139,0.241149,0.221221,14491007520
2000-07-07,0.249999,0.254169,0.237499,0.242449,0.222414,8317439760
2000-07-10,0.238279,0.260939,0.235939,0.254949,0.233881,8428031760
2000-07-11,0.251559,0.288539,0.248699,0.275519,0.252751,18127295520
2000-07-12,0.286979,0.297659,0.277859,0.283329,0.259916,9315647760
2000-07-13,0.289319,0.311459,0.288799,0.309899,0.284290,11005055760
2000-07-14,0.316149,0.322139,0.299999,0.307549,0.282134,6724799760
2000-07-17,0.312239,0.312499,0.303129,0.304169,0.279034,2533248000
2000-07-18,0.287499,0.312499,0.287499,0.298179,0.273539,4406975760
2000-07-19,0.287499,0.289579,0.273179,0.279169,0.256099,4547519760
